Heart_Rate,Acceleration,SpO2,Temperature,Predicted_Sleep_Stage
75,0.07,97,36.2,Light Sleep
112,0.79,93,36.8,Sleep Disturbance
86,0.12,98,36.1,Light Sleep
109,0.49,96,36.7,Awake
90,0.43,94,36.4,Awake
73,0.09,98,36.0,Light Sleep
78,0.02,97,35.8,Deep Sleep
87,0.26,99,36.4,REM
89,0.12,96,36.3,Light Sleep
76,0.06,96,36.4,Light Sleep
75,0.19,99,36.1,Light Sleep
110,1.48,91,36.5,Sleep Disturbance
85,0.17,98,36.3,REM
88,0.26,99,36.2,REM
95,0.12,98,36.2,REM
86,0.19,99,36.1,Light Sleep
93,0.66,97,36.7,Awake
89,0.07,99,36.2,Light Sleep
102,1.06,93,36.8,Sleep Disturbance
115,0.85,92,36.8,Sleep Disturbance
72,0.07,95,36.2,Light Sleep
80,0.04,100,36.2,Deep Sleep
90,0.29,98,36.4,REM
89,0.8,94,36.7,Awake
77,0.13,96,36.2,Light Sleep
60,0.03,97,36.1,Deep Sleep
81,0.29,98,36.4,REM
79,0.14,95,36.4,REM
93,0.61,91,36.8,Sleep Disturbance
78,0.14,95,36.1,Light Sleep
100,0.87,97,36.7,Awake
92,0.43,98,36.4,Awake
94,0.59,98,36.8,Awake
106,0.43,95,36.6,Awake
91,0.69,94,36.7,Awake
79,0.28,97,36.3,REM
89,0.06,95,36.3,Light Sleep
69,0.05,97,36.2,Deep Sleep
60,0.01,100,35.8,Deep Sleep
102,1.39,90,36.6,Sleep Disturbance
86,0.25,96,36.2,REM
61,0.05,97,36.1,Deep Sleep
92,0.83,90,36.6,Sleep Disturbance
90,0.29,96,36.2,REM
106,1.12,90,36.8,Sleep Disturbance
90,0.66,96,36.7,Awake
101,0.38,96,36.6,Awake
68,0.04,97,36.1,Deep Sleep
68,0.03,99,36.0,Deep Sleep
116,1.03,94,36.8,Sleep Disturbance
97,0.95,96,36.6,Awake
97,1.16,94,36.5,Sleep Disturbance
71,0.16,99,36.4,Light Sleep
94,0.27,96,36.2,REM
80,0.25,97,36.5,REM
64,0.03,100,35.9,Deep Sleep
71,0.2,99,36.1,Light Sleep
86,0.17,96,36.1,Light Sleep
76,0.17,98,36.2,Light Sleep
104,1.06,93,36.5,Sleep Disturbance
83,0.2,98,36.2,Light Sleep
63,0.02,96,36.0,Deep Sleep
80,0.17,98,36.1,Light Sleep
85,0.97,98,36.8,Awake
72,0.01,100,35.9,Deep Sleep
92,0.26,96,36.3,REM
119,1.08,91,36.9,Sleep Disturbance
87,0.9,98,36.8,Awake
111,0.91,91,36.8,Sleep Disturbance
107,0.69,90,36.7,Sleep Disturbance
103,0.69,98,36.5,Awake
101,0.92,94,36.6,Sleep Disturbance
109,0.92,95,36.6,Awake
70,0.15,99,36.1,Light Sleep
88,0.07,95,36.0,Light Sleep
81,0.21,97,36.1,REM
88,0.24,98,36.4,REM
108,0.98,98,36.5,Awake
83,0.07,95,36.1,Light Sleep
95,0.42,96,36.8,Awake
89,0.2,99,36.0,Light Sleep
98,1.13,93,36.8,Sleep Disturbance
102,0.63,93,36.6,Sleep Disturbance
106,0.53,91,36.8,Sleep Disturbance
61,0.02,99,36.2,Deep Sleep
84,0.13,99,36.1,REM
107,0.77,90,36.8,Sleep Disturbance
93,0.15,97,36.3,REM
78,0.09,95,36.2,Light Sleep
65,0.04,99,36.1,Deep Sleep
87,0.72,97,36.5,Awake
83,0.07,96,36.3,Light Sleep
94,0.17,98,36.2,REM
119,1.3,92,36.8,Sleep Disturbance
105,0.77,97,36.8,Awake
61,0.01,97,35.8,Deep Sleep
71,0.0,100,36.2,Deep Sleep
63,0.04,98,35.9,Deep Sleep
91,0.46,94,36.8,Awake
108,1.32,95,36.5,Sleep Disturbance
64,0.01,100,36.1,Deep Sleep
120,0.98,93,36.9,Sleep Disturbance
74,0.17,96,36.2,Light Sleep
92,0.23,96,36.3,REM
92,0.28,98,36.3,REM
72,0.17,99,36.2,Light Sleep
108,0.99,94,36.8,Sleep Disturbance
96,0.83,94,36.8,Awake
82,0.19,98,36.2,REM
64,0.05,98,36.1,Deep Sleep
74,0.15,98,36.3,Light Sleep
70,0.15,96,36.2,Light Sleep
78,0.16,99,36.4,Light Sleep
90,0.19,97,36.2,REM
106,1.19,92,36.9,Sleep Disturbance
79,0.03,97,35.8,Deep Sleep
94,1.31,92,37.0,Sleep Disturbance
105,1.27,93,36.8,Sleep Disturbance
88,0.16,99,36.3,Light Sleep
70,0.12,95,36.0,Light Sleep
80,0.24,98,36.5,REM
80,0.05,96,36.1,Deep Sleep
74,0.13,99,36.3,Light Sleep
79,0.01,96,36.0,Deep Sleep
94,0.56,94,36.8,Awake
97,0.69,93,36.9,Sleep Disturbance
98,0.41,96,36.4,Awake
89,0.54,98,36.7,Awake
89,0.24,96,36.3,REM
67,0.02,99,36.0,Deep Sleep
105,1.39,94,36.6,Sleep Disturbance
110,1.19,90,36.7,Sleep Disturbance
80,0.04,96,36.1,Deep Sleep
86,0.2,96,36.1,Light Sleep
91,0.75,94,36.8,Awake
102,0.97,98,36.5,Awake
103,0.92,94,36.6,Sleep Disturbance
106,0.55,90,36.7,Sleep Disturbance
84,0.18,95,36.1,Light Sleep
64,0.0,96,36.0,Deep Sleep
90,0.25,98,36.5,REM
69,0.01,96,36.0,Deep Sleep
92,0.78,94,37.0,Sleep Disturbance
75,0.07,98,36.2,Light Sleep
75,0.1,99,36.3,Light Sleep
86,0.82,96,36.8,Awake
74,0.14,99,36.1,Light Sleep
101,1.05,95,36.9,Sleep Disturbance
88,0.2,98,36.4,REM
120,1.1,91,36.7,Sleep Disturbance
75,0.06,97,36.0,Light Sleep
82,0.1,97,36.2,REM
108,0.84,94,36.7,Awake
85,0.05,97,36.3,Light Sleep
67,0.03,99,35.8,Deep Sleep
84,0.22,96,36.1,REM
66,0.02,96,36.0,Deep Sleep
107,0.8,91,36.6,Sleep Disturbance
100,0.97,98,36.6,Awake
102,1.34,90,37.0,Sleep Disturbance
75,0.1,96,36.1,Light Sleep
76,0.19,97,36.1,Light Sleep
70,0.15,98,36.1,Light Sleep
77,0.12,99,36.5,REM
102,0.49,98,36.4,Awake
71,0.01,98,35.9,Deep Sleep
108,0.92,92,36.6,Sleep Disturbance
90,1.0,95,36.7,Sleep Disturbance
104,1.46,91,36.8,Sleep Disturbance
94,0.18,99,36.3,REM
107,0.87,94,36.7,Sleep Disturbance
79,0.3,95,36.2,REM
80,0.01,97,35.9,Deep Sleep
90,0.07,96,36.2,Light Sleep
73,0.17,99,36.4,Light Sleep
75,0.25,96,36.2,REM
113,0.53,93,36.9,Sleep Disturbance
84,0.06,97,36.0,Light Sleep
83,0.08,98,36.2,Light Sleep
101,0.99,94,36.7,Awake
103,0.71,95,37.0,Sleep Disturbance
117,1.04,90,36.9,Sleep Disturbance
103,0.59,94,36.5,Awake
95,0.69,96,36.5,Awake
84,0.09,99,36.2,Light Sleep
91,0.88,94,36.6,Sleep Disturbance
87,0.16,97,36.3,Light Sleep
85,0.51,96,36.6,Awake
83,0.05,97,36.2,Light Sleep
79,0.13,97,36.2,Light Sleep
82,0.09,95,36.3,Light Sleep
89,0.41,96,36.4,Awake
73,0.01,97,36.2,Deep Sleep
64,0.02,99,36.1,Deep Sleep
92,0.26,97,36.2,REM
114,1.08,92,36.6,Sleep Disturbance
103,0.95,97,36.7,Awake
87,0.8,95,36.5,Awake
80,0.19,95,36.0,Light Sleep
113,0.56,91,36.6,Sleep Disturbance
77,0.15,98,36.0,Light Sleep
100,0.68,96,36.6,Awake
101,1.12,91,36.7,Sleep Disturbance
62,0.05,99,35.8,Deep Sleep
102,0.37,97,36.5,Awake
96,0.8,95,36.7,Awake
71,0.15,99,36.2,Light Sleep
70,0.02,96,35.9,Deep Sleep
108,0.6,91,36.7,Sleep Disturbance
109,1.0,93,36.9,Sleep Disturbance
102,0.67,93,36.6,Sleep Disturbance
95,0.26,97,36.2,REM
95,1.21,91,36.5,Sleep Disturbance
76,0.07,99,36.1,Light Sleep
97,0.36,97,36.7,Awake
70,0.01,97,36.1,Deep Sleep
87,0.08,99,36.0,Light Sleep
75,0.18,98,36.2,REM
89,0.52,98,36.6,Awake
72,0.0,97,36.2,Deep Sleep
104,0.62,92,36.7,Sleep Disturbance
89,0.12,95,36.1,Light Sleep
117,1.07,92,37.0,Sleep Disturbance
60,0.04,97,36.0,Deep Sleep
81,0.27,95,36.3,REM
68,0.03,97,36.2,Deep Sleep
104,0.48,98,36.8,Awake
119,1.21,94,37.0,Sleep Disturbance
83,0.12,99,36.1,Light Sleep
72,0.04,100,36.1,Deep Sleep
81,0.23,98,36.4,REM
87,0.18,97,36.2,REM
109,0.46,98,36.7,Awake
74,0.05,97,36.0,Deep Sleep
95,0.5,90,36.9,Sleep Disturbance
93,0.48,98,36.6,Awake
76,0.0,98,36.0,Deep Sleep
77,0.01,100,35.9,Deep Sleep
63,0.02,97,36.1,Deep Sleep
87,0.15,95,36.1,Light Sleep
90,0.15,96,36.3,Light Sleep
72,0.13,95,36.1,Light Sleep
84,0.16,95,36.2,Light Sleep
108,0.55,95,36.6,Sleep Disturbance
84,0.07,96,36.2,Light Sleep
110,1.25,91,36.7,Sleep Disturbance
84,0.1,95,36.1,Light Sleep
78,0.28,95,36.4,REM
90,0.26,95,36.5,REM
88,0.12,96,36.3,Light Sleep
90,0.19,95,36.5,REM
80,0.02,98,35.8,Deep Sleep
70,0.2,96,36.0,Light Sleep
103,1.44,93,36.8,Sleep Disturbance
94,0.61,94,36.5,Sleep Disturbance
84,0.25,96,36.4,REM
80,0.14,96,36.4,REM
95,0.53,94,36.8,Sleep Disturbance
97,0.79,94,36.9,Sleep Disturbance
94,0.29,99,36.1,REM
85,0.56,97,36.8,Awake
95,1.03,92,37.0,Sleep Disturbance
102,0.86,94,36.5,Awake
78,0.02,97,35.8,Deep Sleep
115,0.87,90,36.7,Sleep Disturbance
71,0.04,96,35.9,Deep Sleep
86,0.14,97,36.2,REM
60,0.03,97,36.0,Deep Sleep
80,0.18,98,36.1,Light Sleep
103,0.39,97,36.6,Awake
87,0.3,95,36.4,REM
100,0.49,95,36.6,Awake
82,0.25,95,36.1,REM
76,0.13,95,36.2,Light Sleep
95,1.48,93,36.9,Sleep Disturbance
89,0.2,97,36.5,REM
76,0.22,96,36.2,REM
95,0.72,95,36.6,Sleep Disturbance
87,0.2,98,36.4,REM
70,0.02,97,36.1,Deep Sleep
81,0.18,97,36.5,REM
84,0.26,97,36.3,REM
80,0.09,97,36.3,Light Sleep
78,0.18,95,36.3,REM
106,0.98,98,36.7,Awake
78,0.1,97,36.0,Light Sleep
90,1.17,94,36.9,Sleep Disturbance
77,0.27,96,36.5,REM
67,0.03,96,35.9,Deep Sleep
103,0.98,98,36.7,Awake
81,0.07,97,36.2,Light Sleep
84,0.12,97,36.5,REM
89,0.32,98,36.7,Awake
88,0.13,95,36.3,REM
83,0.09,95,36.2,Light Sleep
85,0.87,98,36.6,Awake
80,0.1,99,36.3,Light Sleep
94,0.29,99,36.1,REM
79,0.02,98,36.1,Deep Sleep
95,0.65,96,36.7,Awake
62,0.02,99,36.0,Deep Sleep
93,0.78,90,36.7,Sleep Disturbance
87,0.15,98,36.2,Light Sleep
88,0.84,97,36.7,Awake
90,0.1,99,36.4,Light Sleep
117,0.76,95,36.7,Sleep Disturbance
75,0.18,96,36.3,Light Sleep
70,0.04,100,35.9,Deep Sleep
74,0.14,96,36.4,Light Sleep
69,0.04,98,35.9,Deep Sleep
87,0.28,97,36.4,REM
86,0.22,97,36.3,REM
83,0.21,96,36.2,REM
115,1.03,90,36.9,Sleep Disturbance
93,0.79,90,36.5,Sleep Disturbance
97,0.72,95,36.5,Awake
76,0.17,99,36.1,Light Sleep
97,0.99,97,36.6,Awake
97,0.66,94,37.0,Sleep Disturbance
94,1.43,93,36.6,Sleep Disturbance
107,0.83,91,36.9,Sleep Disturbance
69,0.03,100,36.1,Deep Sleep
81,0.19,98,36.2,Light Sleep
103,0.74,98,36.7,Awake
97,0.42,94,36.7,Awake
80,0.03,96,36.0,Deep Sleep
116,1.41,93,37.0,Sleep Disturbance
78,0.12,95,36.1,Light Sleep
85,0.77,95,36.7,Awake
88,0.09,99,36.2,Light Sleep
98,1.47,95,36.5,Sleep Disturbance
88,0.05,98,36.1,Light Sleep
79,0.04,100,36.0,Deep Sleep
118,0.59,94,36.9,Sleep Disturbance
72,0.03,97,35.8,Deep Sleep
91,0.1,96,36.4,REM
102,0.79,92,36.5,Sleep Disturbance
76,0.24,96,36.1,REM
82,0.16,96,36.4,REM
95,0.18,96,36.1,REM
84,0.2,95,36.5,REM
90,0.17,99,36.5,REM
86,0.42,96,36.5,Awake
75,0.14,96,36.3,Light Sleep
67,0.05,97,36.2,Deep Sleep
93,0.93,90,36.6,Sleep Disturbance
79,0.25,95,36.1,REM
70,0.03,100,36.2,Deep Sleep
116,0.72,92,36.5,Sleep Disturbance
110,0.31,98,36.8,Awake
93,0.25,99,36.3,REM
60,0.0,99,36.0,Deep Sleep
115,1.46,95,36.6,Sleep Disturbance
107,0.5,94,36.5,Sleep Disturbance
79,0.02,97,36.0,Deep Sleep
110,0.38,98,36.7,Awake
69,0.04,99,35.9,Deep Sleep
74,0.01,96,35.9,Deep Sleep
104,0.51,93,36.8,Sleep Disturbance
112,1.02,93,36.6,Sleep Disturbance
101,0.42,95,36.6,Awake
86,0.46,97,36.6,Awake
89,0.94,94,36.6,Awake
103,0.71,93,36.6,Sleep Disturbance
89,0.16,96,36.3,Light Sleep
92,1.2,92,36.7,Sleep Disturbance
90,0.37,98,36.5,Awake
83,0.1,97,36.1,Light Sleep
66,0.03,97,36.1,Deep Sleep
118,1.09,90,36.6,Sleep Disturbance
108,1.04,91,36.8,Sleep Disturbance
81,0.06,99,36.3,Light Sleep
67,0.01,96,35.9,Deep Sleep
75,0.19,95,36.0,Light Sleep
117,1.34,94,37.0,Sleep Disturbance
108,1.41,93,36.5,Sleep Disturbance
95,0.27,99,36.5,REM
81,0.05,97,36.4,Light Sleep
90,0.19,96,36.4,REM
67,0.01,96,36.0,Deep Sleep
68,0.03,98,36.2,Deep Sleep
77,0.14,97,36.3,Light Sleep
85,0.09,99,36.2,Light Sleep
94,0.9,97,36.4,Awake
94,0.31,97,36.4,Awake
106,0.48,95,36.5,Awake
73,0.09,99,36.4,Light Sleep
93,0.82,92,36.9,Sleep Disturbance
110,0.75,96,36.4,Awake
70,0.01,96,36.2,Deep Sleep
78,0.24,98,36.4,REM
104,0.36,94,36.4,Awake
94,0.13,99,36.3,REM
86,0.12,99,36.4,Light Sleep
95,0.62,91,36.7,Sleep Disturbance
94,0.21,99,36.4,REM
78,0.14,99,36.4,REM
77,0.04,97,35.9,Deep Sleep
77,0.18,98,36.4,REM
92,1.02,91,36.6,Sleep Disturbance
111,0.62,95,36.9,Sleep Disturbance
83,0.19,95,36.2,Light Sleep
81,0.25,99,36.3,REM
87,0.13,99,36.3,Light Sleep
100,1.44,91,36.9,Sleep Disturbance
82,0.25,99,36.5,REM
70,0.03,98,36.1,Deep Sleep
99,0.92,98,36.7,Awake
87,0.17,97,36.2,Light Sleep
90,0.08,99,36.0,Light Sleep
106,0.82,95,36.6,Awake
60,0.0,97,35.8,Deep Sleep
96,0.96,95,36.7,Awake
60,0.02,100,36.0,Deep Sleep
81,0.13,98,36.4,REM
85,0.2,99,36.2,REM
80,0.08,96,36.1,Light Sleep
78,0.07,96,36.1,Light Sleep
87,0.12,96,36.1,Light Sleep
86,0.19,95,36.2,Light Sleep
108,0.76,91,36.8,Sleep Disturbance
102,0.77,96,36.6,Awake
66,0.01,98,36.0,Deep Sleep
113,0.57,92,36.9,Sleep Disturbance
62,0.01,100,35.9,Deep Sleep
78,0.16,99,36.1,Light Sleep
86,0.13,95,36.1,REM
68,0.02,96,36.1,Deep Sleep
89,0.23,99,36.2,REM
99,0.63,95,36.5,Awake
117,1.42,95,37.0,Sleep Disturbance
88,0.3,95,36.8,Awake
75,0.04,100,35.9,Deep Sleep
67,0.01,98,36.0,Deep Sleep
70,0.1,96,36.3,Light Sleep
69,0.0,96,36.1,Deep Sleep
76,0.27,95,36.2,REM
76,0.15,99,36.3,Light Sleep
105,0.81,98,36.4,Awake
79,0.08,95,36.0,Light Sleep
78,0.08,98,36.4,Light Sleep
91,1.0,91,37.0,Sleep Disturbance
85,0.18,97,36.0,Light Sleep
74,0.14,97,36.3,Light Sleep
101,0.81,93,36.6,Sleep Disturbance
75,0.18,95,36.3,Light Sleep
87,0.16,97,36.3,REM
76,0.02,96,36.0,Deep Sleep
71,0.04,97,36.0,Deep Sleep
99,0.87,95,36.6,Sleep Disturbance
83,0.17,95,36.1,Light Sleep
110,0.99,97,36.6,Awake
75,0.03,99,35.9,Deep Sleep
72,0.03,96,35.9,Deep Sleep
76,0.01,98,36.1,Deep Sleep
105,0.62,93,36.5,Sleep Disturbance
109,0.5,96,36.8,Awake
82,0.25,97,36.3,REM
81,0.16,99,36.0,Light Sleep
78,0.2,96,36.3,Light Sleep
84,0.19,97,36.3,Light Sleep
86,0.21,99,36.2,REM
90,0.25,98,36.2,REM
95,1.01,92,36.8,Sleep Disturbance
79,0.15,98,36.3,REM
103,0.99,94,36.5,Awake
72,0.03,99,36.1,Deep Sleep
77,0.1,99,36.3,Light Sleep
77,0.12,99,36.3,Light Sleep
110,0.38,98,36.7,Awake
79,0.02,99,35.9,Deep Sleep
89,0.36,94,36.6,Awake
70,0.19,98,36.3,Light Sleep
117,1.45,95,36.7,Sleep Disturbance
106,0.95,95,36.8,Awake
86,0.29,98,36.3,REM
80,0.1,95,36.1,Light Sleep
109,0.41,96,36.6,Awake
86,0.08,96,36.2,Light Sleep
71,0.02,98,35.9,Deep Sleep
66,0.02,97,36.1,Deep Sleep
107,1.31,91,36.8,Sleep Disturbance
74,0.11,98,36.4,Light Sleep
77,0.21,99,36.3,REM
103,0.44,98,36.4,Awake
74,0.02,98,35.9,Deep Sleep
70,0.08,96,36.2,Light Sleep
77,0.16,95,36.0,Light Sleep
118,0.72,93,36.7,Sleep Disturbance
99,0.47,96,36.6,Awake
104,1.05,92,36.6,Sleep Disturbance
88,0.22,99,36.3,REM
119,0.98,95,36.6,Sleep Disturbance
75,0.09,98,36.4,Light Sleep
109,0.88,96,36.4,Awake
93,0.23,99,36.1,REM
81,0.07,96,36.3,Light Sleep
80,0.15,96,36.3,Light Sleep
117,1.08,95,36.9,Sleep Disturbance
120,0.63,93,36.8,Sleep Disturbance
80,0.3,96,36.4,REM
74,0.0,97,35.9,Deep Sleep
109,1.08,95,36.8,Sleep Disturbance
95,0.6,94,36.7,Awake
78,0.25,99,36.5,REM
70,0.12,96,36.3,Light Sleep
71,0.02,96,35.8,Deep Sleep
96,0.66,95,36.5,Awake
101,0.65,95,36.9,Sleep Disturbance
90,0.2,99,36.4,REM
82,0.22,99,36.5,REM
82,0.23,99,36.4,REM
116,1.23,93,36.9,Sleep Disturbance
95,0.26,96,36.4,REM
70,0.08,95,36.2,Light Sleep
102,0.8,91,36.7,Sleep Disturbance
76,0.17,99,36.4,REM
78,0.24,97,36.3,REM
79,0.03,99,35.8,Deep Sleep
109,1.45,94,36.5,Sleep Disturbance
83,0.11,99,36.4,REM
79,0.0,99,35.8,Deep Sleep
95,0.37,94,36.7,Awake
108,0.44,96,36.8,Awake
65,0.04,97,36.1,Deep Sleep
104,0.73,97,36.5,Awake
75,0.17,99,36.1,Light Sleep
75,0.1,97,36.2,Light Sleep
90,0.95,98,36.5,Awake
82,0.15,97,36.0,Light Sleep
83,0.07,99,36.4,Light Sleep
75,0.01,98,36.0,Deep Sleep
76,0.04,99,35.9,Deep Sleep
70,0.01,99,36.1,Deep Sleep
84,0.14,98,36.2,REM
69,0.0,97,36.1,Deep Sleep
89,0.1,98,36.3,Light Sleep
90,0.9,95,36.6,Awake
86,0.11,98,36.1,Light Sleep
77,0.06,95,36.2,Light Sleep
63,0.05,96,36.0,Deep Sleep
107,0.75,95,36.5,Awake
84,0.05,98,36.0,Light Sleep
68,0.03,98,36.0,Deep Sleep
89,0.46,94,36.5,Awake
61,0.01,100,35.8,Deep Sleep
113,0.82,90,36.7,Sleep Disturbance
62,0.04,99,36.0,Deep Sleep
90,0.75,95,36.5,Awake
79,0.09,95,36.1,Light Sleep
108,0.94,90,36.6,Sleep Disturbance
84,0.24,99,36.5,REM
66,0.01,100,35.9,Deep Sleep
73,0.14,95,36.4,Light Sleep
89,0.59,98,36.7,Awake
94,0.98,95,36.8,Sleep Disturbance
95,0.44,98,36.5,Awake
119,0.99,91,36.9,Sleep Disturbance
97,0.52,97,36.5,Awake
78,0.24,98,36.5,REM
87,0.09,97,36.1,Light Sleep
79,0.01,96,35.8,Deep Sleep
95,0.2,99,36.4,REM
108,0.87,96,36.7,Awake
65,0.02,97,36.1,Deep Sleep
105,0.56,94,37.0,Sleep Disturbance
71,0.04,97,35.9,Deep Sleep
106,0.61,90,36.8,Sleep Disturbance
75,0.02,99,36.0,Deep Sleep
99,1.27,92,36.7,Sleep Disturbance
76,0.05,100,36.1,Deep Sleep
76,0.01,100,36.1,Deep Sleep
61,0.01,99,35.8,Deep Sleep
70,0.02,98,35.9,Deep Sleep
78,0.19,99,36.2,REM
66,0.01,98,35.9,Deep Sleep
100,0.81,95,36.7,Sleep Disturbance
99,0.68,94,36.6,Awake
94,0.13,95,36.3,REM
84,0.14,98,36.1,Light Sleep
74,0.01,100,35.9,Deep Sleep
109,0.67,94,36.6,Awake
95,0.17,96,36.4,REM
67,0.04,100,36.1,Deep Sleep
90,0.11,97,36.3,Light Sleep
86,0.21,99,36.2,REM
97,0.67,98,36.8,Awake
104,1.11,90,36.5,Sleep Disturbance
77,0.13,97,36.2,Light Sleep
77,0.02,100,35.9,Deep Sleep
85,0.88,97,36.4,Awake
87,0.1,98,36.0,Light Sleep
84,0.13,98,36.2,Light Sleep
89,0.12,98,36.5,REM
98,0.67,91,36.7,Sleep Disturbance
85,0.09,97,36.1,Light Sleep
98,1.24,94,36.7,Sleep Disturbance
89,0.31,97,36.4,Awake
102,1.05,93,36.9,Sleep Disturbance
118,1.07,90,37.0,Sleep Disturbance
92,0.17,97,36.4,REM
89,0.22,98,36.2,REM
60,0.01,100,36.2,Deep Sleep
89,0.18,99,36.1,Light Sleep
90,0.41,98,36.7,Awake
90,0.94,95,36.6,Awake
76,0.01,97,36.1,Deep Sleep
89,0.43,96,36.8,Awake
81,0.15,97,36.1,Light Sleep
63,0.02,98,36.1,Deep Sleep
109,1.33,94,36.5,Sleep Disturbance
95,0.73,91,36.7,Sleep Disturbance
75,0.09,99,36.3,Light Sleep
88,0.12,95,36.2,Light Sleep
90,0.32,94,36.5,Awake
82,0.19,98,36.5,REM
91,0.71,92,36.7,Sleep Disturbance
85,0.14,95,36.2,REM
76,0.05,96,35.8,Deep Sleep
87,0.8,95,36.5,Awake
95,0.59,98,36.6,Awake
87,0.05,96,36.3,Light Sleep
96,1.39,95,36.8,Sleep Disturbance
84,0.1,97,36.4,Light Sleep
80,0.02,98,36.1,Deep Sleep
94,0.96,97,36.5,Awake
84,0.11,95,36.2,REM
97,0.85,98,36.7,Awake
71,0.02,100,36.0,Deep Sleep
87,0.21,96,36.4,REM
99,0.65,98,36.7,Awake
84,0.18,96,36.3,Light Sleep
62,0.03,97,36.0,Deep Sleep
86,0.06,99,36.1,Light Sleep
76,0.03,100,36.1,Deep Sleep
71,0.01,97,36.0,Deep Sleep
97,0.88,97,36.7,Awake
90,0.12,98,36.5,REM
64,0.0,97,36.1,Deep Sleep
91,1.24,90,36.9,Sleep Disturbance
80,0.2,99,36.1,Light Sleep
76,0.04,96,36.1,Deep Sleep
90,0.2,96,36.3,Light Sleep
83,0.19,97,36.2,Light Sleep
66,0.03,99,36.0,Deep Sleep
76,0.13,97,36.5,REM
91,0.93,96,36.6,Awake
93,0.65,91,36.8,Sleep Disturbance
66,0.04,99,35.9,Deep Sleep
83,0.16,97,36.2,Light Sleep
112,1.45,93,36.6,Sleep Disturbance
100,0.52,95,36.5,Awake
79,0.23,97,36.5,REM
75,0.11,98,36.1,Light Sleep
86,0.2,99,36.3,REM
101,0.8,92,36.8,Sleep Disturbance
110,0.9,96,36.7,Awake
98,1.34,93,36.7,Sleep Disturbance
87,0.08,96,36.1,Light Sleep
75,0.0,99,36.1,Deep Sleep
120,0.6,92,36.8,Sleep Disturbance
87,0.79,98,36.8,Awake
81,0.19,97,36.2,Light Sleep
85,0.19,95,36.3,Light Sleep
90,0.18,96,36.3,Light Sleep
92,0.1,98,36.4,REM
109,1.33,91,36.8,Sleep Disturbance
103,0.98,96,36.6,Awake
90,1.31,92,36.6,Sleep Disturbance
76,0.03,97,35.8,Deep Sleep
77,0.14,98,36.4,Light Sleep
88,0.7,94,36.5,Awake
72,0.07,95,36.2,Light Sleep
82,0.12,98,36.1,REM
80,0.02,100,36.1,Deep Sleep
95,0.32,95,36.5,Awake
87,0.3,98,36.4,REM
77,0.02,100,35.9,Deep Sleep
66,0.03,96,36.1,Deep Sleep
78,0.13,95,36.4,Light Sleep
107,1.0,98,36.5,Awake
94,0.62,96,36.4,Awake
87,0.14,95,36.4,Light Sleep
80,0.2,99,36.1,Light Sleep
79,0.27,95,36.3,REM
110,0.93,91,36.7,Sleep Disturbance
94,0.28,99,36.3,REM
89,0.16,99,36.0,Light Sleep
69,0.04,99,36.1,Deep Sleep
104,1.27,90,36.6,Sleep Disturbance
62,0.02,96,35.8,Deep Sleep
81,0.06,96,36.1,Light Sleep
97,0.6,97,36.6,Awake
104,0.49,98,36.7,Awake
86,0.09,97,36.0,Light Sleep
71,0.08,99,36.2,Light Sleep
79,0.11,95,36.4,REM
108,1.45,90,36.9,Sleep Disturbance
106,0.78,95,36.6,Sleep Disturbance
71,0.11,97,36.4,Light Sleep
82,0.15,97,36.1,Light Sleep
110,1.35,95,36.9,Sleep Disturbance
103,0.3,94,36.6,Awake
61,0.03,99,35.8,Deep Sleep
92,0.17,99,36.3,REM
89,0.62,96,36.5,Awake
70,0.0,98,36.1,Deep Sleep
86,0.45,95,36.6,Awake
101,1.4,92,37.0,Sleep Disturbance
90,0.26,98,36.5,REM
108,0.84,90,36.8,Sleep Disturbance
92,0.1,98,36.3,REM
76,0.13,95,36.3,REM
77,0.03,98,36.1,Deep Sleep
89,0.25,99,36.3,REM
93,0.69,94,36.8,Sleep Disturbance
60,0.05,96,36.1,Deep Sleep
88,0.06,95,36.3,Light Sleep
116,0.66,93,36.7,Sleep Disturbance
95,1.25,90,36.7,Sleep Disturbance
91,0.21,96,36.2,REM
106,0.49,97,36.6,Awake
86,0.26,97,36.1,REM
89,0.97,94,36.7,Awake
98,1.33,90,36.7,Sleep Disturbance
78,0.12,96,36.0,Light Sleep
102,1.11,94,36.7,Sleep Disturbance
73,0.02,100,35.9,Deep Sleep
95,0.74,93,36.5,Sleep Disturbance
64,0.02,99,36.0,Deep Sleep
74,0.2,99,36.4,Light Sleep
89,0.61,94,36.4,Awake
75,0.15,99,36.3,Light Sleep
98,0.35,94,36.4,Awake
97,0.75,90,36.7,Sleep Disturbance
107,1.09,94,36.6,Sleep Disturbance
77,0.11,97,36.3,REM
70,0.12,98,36.2,Light Sleep
91,0.9,95,36.6,Sleep Disturbance
92,0.28,99,36.2,REM
72,0.02,96,36.1,Deep Sleep
89,0.26,98,36.4,REM
78,0.02,96,35.8,Deep Sleep
71,0.04,97,36.1,Deep Sleep
61,0.04,99,36.0,Deep Sleep
77,0.07,96,36.2,Light Sleep
73,0.03,99,35.9,Deep Sleep
90,0.78,95,36.5,Awake
104,0.99,98,36.6,Awake
86,0.29,99,36.4,REM
92,0.18,96,36.4,REM
93,0.27,95,36.3,REM
116,0.66,93,36.8,Sleep Disturbance
